price_regular_milled
36.73
36.515
34.98
35.95
36.92
34.95
35.68
35.58
35.32
33.85
33.5
33.15
32.8
32.45
32.1
31.75
31.4
33.41
33.43
35.55
35.12
36.74
35.21
33.09
33.364999999999995
33.905
33.315
33.195
33.075
33.135000000000005
33.269999999999996
32.62
34.71
35.885000000000005
37.06
40.25
39.19
40.68
39.805
39.677499999999995
39.55
35.77
38.98
38.57
42.32
40.99666666666667
39.67333333333333
38.35
40.715
40.36
37.63
42.11
41.625
41.14
40.655
40.17
39.295
38.42
39.31666666666667
40.21333333333333
41.11
40.81125
40.5125
40.21375
39.915
39.126666666666665
38.44888888888889
39.068333333333335
36.6975
37.15555555555555
38.13142857142857
37.005
39.26142857142857
39.457499999999996
38.449999999999996
40.416
40.4
40.4975
39.50142857142857
38.64
39.839999999999996
39.879999999999995
39.97
40.6375
41.71333333333333
40.17875
39.887142857142855
40.501666666666665
40.702
40.09125
40.23571428571428
40.8025
41.805
41.571666666666665
41.015
41.588
