Date,Year,Month,Region,Province,Urea_Prilled,Urea_Granular,Ammosul,Complete,Ammophos,MOP,DAP
2023-05-01,2023,May,REGION VIII,Northern Samar,3078.4725,2280.0,1800.0,2486.25,2416.25,,
2023-05-01,2023,May,REGION VIII,Southern Samar,2065.0,,2000.0,2151.0,2141.25,2600.0,
2023-05-01,2023,May,REGION VIII,Western Samar,2673.89,3000.0,1693.33,2378.174,2500.0,3000.0,
2023-06-01,2023,June,REGION VII,Bohol,2011.5,,,2001.25,,,
2023-06-01,2023,June,REGION VII,Cebu,1571.25,,851.0,1881.0,1728.33,2309.0,3240.0
2023-06-01,2023,June,REGION VIII,Eastern Samar,2552.5,,,2374.17,,3225.0,
2023-06-01,2023,June,REGION VIII,Leyte,1801.6475,,1026.3725,1974.695,1911.6675,2322.3225,
2023-06-01,2023,June,REGION VII,Negros Oriental,1964.6875,,1170.0,2005.4175,1959.0625,2572.5,3323.3333333333335
2023-06-01,2023,June,REGION VIII,Northern Samar,3051.85,2280.0,1800.0,2443.49,2348.3333333333335,,
2023-06-01,2023,June,REGION VIII,Southern Samar,1922.5,,1420.0,2036.46,1991.6666666666667,2600.0,
2023-06-01,2023,June,REGION VIII,Western Samar,3013.635,3000.0,1693.33,2295.525,2500.0,3000.0,
2023-07-01,2023,July,REGION VII,Bohol,1780.2,,750.0,1788.2,1613.33,,
2023-07-01,2023,July,REGION VII,Cebu,1523.066,,793.732,1694.0720000000001,1605.3319999999999,2268.4,3095.0
2023-07-01,2023,July,REGION VIII,Eastern Samar,2196.6666666666665,,,2236.6666666666665,,,
2023-07-01,2023,July,REGION VIII,Leyte,1748.486,1585.0,978.0620000000001,1903.7599999999998,1840.964,2375.858,
2023-07-01,2023,July,REGION VII,Negros Oriental,1998.66,1900.0,1094.225,1985.214,2040.916,2250.166,2640.835
2023-07-01,2023,July,REGION VIII,Northern Samar,2610.555,2900.0,1300.0,2365.7975,2225.0,,
2023-07-01,2023,July,REGION VIII,Southern Leyte,2450.0,,2000.0,2400.0,2700.0,2600.0,
2023-07-01,2023,July,REGION VIII,Southern Samar,1976.6675,,1565.0,1983.02,2260.0,2600.0,
2023-07-01,2023,July,REGION VIII,Western Samar,2234.6,2620.0,1397.7766666666666,2147.2760000000003,2425.0,2762.5,
2023-08-01,2023,August,REGION VIII,Biliran,1750.0,,,2020.0,1990.0,2350.0,
2023-08-01,2023,August,REGION VII,Bohol,1627.1425,,750.0,1633.5725,1506.67,,
2023-08-01,2023,August,REGION VII,Cebu,1649.0,,805.0,1666.875,1561.5,2239.0,3093.75
2023-08-01,2023,August,REGION VIII,Eastern Samar,1822.3333333333333,,,1966.5,,,
2023-08-01,2023,August,REGION VIII,Leyte,1750.6825000000001,,1005.1025,1873.5,1894.365,2343.0775,
2023-08-01,2023,August,REGION VII,Negros Oriental,1706.0700000000002,,1241.785,1846.965,1713.085,2253.625,2798.75
2023-08-01,2023,August,REGION VIII,Northern Samar,2480.74,2900.0,1300.0,2456.6200000000003,2225.0,,
2023-08-01,2023,August,REGION VIII,Southern Samar,1990.835,,1106.25,1860.2075,2267.5,2112.5,
2023-08-01,2023,August,REGION VIII,Western Samar,2207.69,2255.0,1250.0,2260.33,2425.0,2575.0,
2023-09-01,2023,September,REGION VIII,Biliran,1750.0,,,2020.0,1990.0,2350.0,
2023-09-01,2023,September,REGION VII,Bohol,1747.85,,982.2233333333334,1717.48,1658.89,2550.0,
2023-09-01,2023,September,REGION VII,Cebu,1862.0975,,904.83,1746.7175,1646.5425,2332.785,3295.625
2023-09-01,2023,September,REGION VIII,Eastern Samar,2250.0,,,2057.5,,,
2023-09-01,2023,September,REGION VIII,Leyte,1914.4675,,985.5875,1870.51,1912.125,2354.475,
2023-09-01,2023,September,REGION VII,Negros Oriental,1787.56,,901.49,1811.3700000000001,1774.2075,2434.25,2793.056666666667
2023-09-01,2023,September,REGION VIII,Northern Samar,2554.4449999999997,2375.0,1300.0,2486.46,2225.0,,
2023-09-01,2023,September,REGION VIII,Southern Samar,2115.0,,1190.0,1884.5825,2750.0,2590.0,
2023-09-01,2023,September,REGION VIII,Western Samar,2247.67,2255.0,1250.0,2407.26,2350.0,,
2023-10-01,2023,October,REGION VIII,Biliran,1762.5,,,1940.0,1892.5,2362.5,
2023-10-01,2023,October,REGION VII,Bohol,1708.4525,,1106.67,1707.835,1706.67,,
2023-10-01,2023,October,REGION VII,Cebu,1847.085,1881.25,869.2,1715.5,1986.4575,2284.375,2709.9175
2023-10-01,2023,October,REGION VIII,Eastern Samar,2199.375,,,1950.625,2050.0,2250.0,
2023-10-01,2023,October,REGION VIII,Leyte,1890.458,,978.722,1802.868,1767.8759999999997,2384.834,2830.0
2023-10-01,2023,October,REGION VII,Negros Oriental,1875.334,,962.3340000000001,1832.666,1801.25,2454.75,2781.67
2023-10-01,2023,October,REGION VIII,Northern Samar,2395.5825,2275.0,1275.0,2352.605,2228.75,,
2023-10-01,2023,October,REGION VIII,Southern Samar,2241.0,,1416.0,2085.625,2580.0,2635.0,
2023-10-01,2023,October,REGION VIII,Western Samar,2203.0125,2240.0,1250.0,2172.23,2445.0,2575.0,
2023-11-01,2023,November,REGION VIII,Biliran,1800.0,,,1675.0,1625.0,2400.0,
2023-11-01,2023,November,REGION VII,Bohol,1729.0,,,1721.0,1732.0,,
2023-11-01,2023,November,REGION VII,Cebu,1793.5,1777.5,820.0,1624.0,1528.0,2226.25,3012.5
2023-11-01,2023,November,REGION VIII,Eastern Samar,2150.0,,,2050.0,,,
2023-11-01,2023,November,REGION VIII,Leyte,1864.535,,956.7075,1697.5,1639.1675,2384.5825,2830.0
2023-11-01,2023,November,REGION VII,Negros Oriental,1813.125,,870.0,1727.5,1718.75,2337.5,2540.0
2023-11-01,2023,November,REGION VIII,Northern Samar,2311.5733333333333,2275.0,1275.0,2266.6666666666665,2243.75,,
2023-11-01,2023,November,REGION VIII,Southern Samar,1976.6675,,1155.8325,1853.125,1999.4433333333334,2425.0,
2023-11-01,2023,November,REGION VIII,Western Samar,2156.28,2226.67,1135.4166666666667,1999.8366666666668,2076.6666666666665,2491.665,
2023-12-01,2023,December,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2023-12-01,2023,December,REGION VII,Bohol,1685.6425,,877.4975000000001,1668.4524999999999,1585.835,,
2023-12-01,2023,December,REGION VII,Cebu,1637.5,1707.5,803.3325,1577.0,1482.0,2125.0,2918.75
2023-12-01,2023,December,REGION VIII,Eastern Samar,2027.0833333333333,,,1947.5,2050.0,,
2023-12-01,2023,December,REGION VIII,Leyte,1818.0575,,929.165,1727.78,1598.7525,2386.7,
2023-12-01,2023,December,REGION VII,Negros Oriental,1646.25,,856.25,1620.8325,1466.25,2215.0,2573.75
2023-12-01,2023,December,REGION VIII,Northern Samar,2249.9066666666663,2275.0,1275.0,2273.75,2230.0,,
2023-12-01,2023,December,REGION VIII,Southern Samar,1922.5,,930.0,1787.915,2600.0,,
2023-12-01,2023,December,REGION VIII,Western Samar,2227.275,2226.67,1250.0,2090.93,2390.0,2575.0,
2024-01-01,2024,January,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-01-01,2024,January,REGION VII,Bohol,1653.016,,868.5,1648.95,1551.334,,
2024-01-01,2024,January,REGION VII,Cebu,1592.5,1670.0,808.332,1566.0,1480.4,2107.0,2860.0
2024-01-01,2024,January,REGION VIII,Eastern Samar,2005.0,,,2075.0,,1860.0,
2024-01-01,2024,January,REGION VIII,Leyte,1801.97,1790.0,945.068,1686.382,1590.558,2369.6459999999997,
2024-01-01,2024,January,REGION VII,Negros Oriental,1662.6680000000001,,873.3340000000001,1646.334,1580.834,2273.5,2625.0
2024-01-01,2024,January,REGION VIII,Northern Samar,2208.5,2220.0,1250.0,2034.2350000000001,2000.0,,
2024-01-01,2024,January,REGION VIII,Southern Samar,1939.0,,920.0,1846.834,1820.0,2373.3333333333335,
2024-01-01,2024,January,REGION VIII,Western Samar,2107.625,2196.67,1250.0,2032.0575,2280.0,,
2024-02-01,2024,February,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-02-01,2024,February,REGION VII,Bohol,1627.775,1600.0,858.75,1604.8875,1540.0,,
2024-02-01,2024,February,REGION VII,Cebu,1607.625,,812.6175000000001,1561.75,1470.75,2029.8125,2826.875
2024-02-01,2024,February,REGION VIII,Eastern Samar,2000.0,,,1916.6666666666667,,,
2024-02-01,2024,February,REGION VIII,Leyte,1771.5975,1710.0,949.5825,1709.4275,1651.875,2393.3325,
2024-02-01,2024,February,REGION VII,Negros Oriental,1694.58,,889.9975000000001,1668.3325,1596.6675,2349.375,2588.3333333333335
2024-02-01,2024,February,REGION VIII,Northern Samar,1834.7233333333334,1850.0,980.0,1857.4066666666668,1908.3333333333333,,
2024-02-01,2024,February,REGION VIII,Southern Samar,1936.25,,937.5,1883.3325,2250.0,2416.6666666666665,
2024-02-01,2024,February,REGION VIII,Western Samar,1809.0900000000001,1833.33,965.0,1847.5,1900.0,2000.0,
2024-03-01,2024,March,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-03-01,2024,March,REGION VII,Bohol,1622.1975,1600.0,,1593.4275,1530.8325,,
2024-03-01,2024,March,REGION VII,Cebu,1620.0725,,808.96,1573.25,1458.665,1973.5625,2801.875
2024-03-01,2024,March,REGION VIII,Eastern Samar,2100.0,,,1950.0,,2230.0,
2024-03-01,2024,March,REGION VIII,Leyte,1750.3025,,931.8325,1653.7425,1563.75,2159.875,
2024-03-01,2024,March,REGION VII,Negros Oriental,1767.78,,953.3333333333334,1715.11,1888.3333333333333,2232.22,2595.0
2024-03-01,2024,March,REGION VIII,Northern Samar,1837.5,1841.785,985.0,1849.1075,1906.25,,
2024-03-01,2024,March,REGION VIII,Southern Samar,1933.3333333333333,,955.0,1828.9575,0.0,2400.0,
2024-03-01,2024,March,REGION VIII,Western Samar,1857.5933333333335,,956.25,1816.6666666666667,1803.33,2212.5,
2024-04-01,2024,April,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-04-01,2024,April,REGION VII,Bohol,1631.528,,,1593.1619999999998,1531.998,,
2024-04-01,2024,April,REGION VII,Cebu,1614.69,,814.4175,1581.5625,1461.5825,1948.125,2781.25
2024-04-01,2024,April,REGION VIII,Eastern Samar,1943.75,,,1907.5,,1830.0,
2024-04-01,2024,April,REGION VIII,Leyte,1709.286,,892.434,1645.0279999999998,1523.6680000000001,2070.668,
2024-04-01,2024,April,REGION VII,Negros Oriental,1726.334,,964.3340000000001,1642.666,1493.5,2163.666,2523.3333333333335
2024-04-01,2024,April,REGION VIII,Northern Samar,1852.0825,1873.3333333333333,990.0,1855.3575,1900.0,,
2024-04-01,2024,April,REGION VIII,Southern Samar,1938.0,,636.6666666666666,1945.0,,,
2024-04-01,2024,April,REGION VIII,Western Samar,1774.95,1833.33,965.0,1791.0333333333335,1900.0,2000.0,
2024-05-01,2024,May,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-05-01,2024,May,REGION VII,Bohol,1617.4375,,,1590.54,1530.0,0.0,
2024-05-01,2024,May,REGION VII,Cebu,1587.5,,817.5,1578.125,1456.25,1915.0,2733.33
2024-05-01,2024,May,REGION VIII,Leyte,1695.1675,,964.125,1635.9475,1561.875,2105.5825,
2024-05-01,2024,May,REGION VII,Negros Oriental,1864.375,,1042.25,1796.25,1620.0,2276.0,2475.835
2024-05-01,2024,May,REGION VIII,Northern Samar,1866.6666666666667,1855.7133333333334,985.0,1870.8333333333333,1908.3333333333333,,
2024-05-01,2024,May,REGION VIII,Southern Samar,1895.4175,,,1860.8325,,,
2024-05-01,2024,May,REGION VIII,Western Samar,1868.0533333333333,1833.33,966.7850000000001,1849.83,1871.665,2000.0,
2024-06-01,2024,June,REGION VIII,Biliran,1800.0,,0.0,1700.0,1600.0,2400.0,
2024-06-01,2024,June,REGION VII,Bohol,1621.526,,,1593.838,1530.0,,
2024-06-01,2024,June,REGION VII,Cebu,1497.2,1550.0,751.5,1512.0,1347.7,1820.0,2693.33
2024-06-01,2024,June,REGION VIII,Leyte,1654.3799999999999,,901.0719999999999,1616.712,1478.908,2069.15,
2024-06-01,2024,June,REGION VII,Negros Oriental,1544.5,,741.0,1574.5,1371.0,1750.0,2463.0
2024-06-01,2024,June,REGION VIII,Northern Samar,1866.6666666666667,1856.11,985.0,1871.5266666666666,1908.3333333333333,,
2024-06-01,2024,June,REGION VIII,Southern Samar,1910.0,,,1855.0,,,
2024-06-01,2024,June,REGION VIII,Western Samar,1815.0,1833.33,970.0,1866.6666666666667,1900.0,2000.0,
2024-07-01,2024,July,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-07-01,2024,July,REGION VII,Bohol,1614.4299999999998,,,1581.0059999999999,1530.334,,
2024-07-01,2024,July,REGION VII,Cebu,1517.3,,750.8,1501.3,1332.25,1812.0,2700.0
2024-07-01,2024,July,REGION VIII,Leyte,1700.7580000000003,,905.0540000000001,1642.748,1502.35,2213.42,
2024-07-01,2024,July,REGION VII,Negros Oriental,1575.6680000000001,,876.6659999999999,1643.334,1501.0,1905.0,2591.665
2024-07-01,2024,July,REGION VIII,Northern Samar,1866.6666666666667,1856.11,985.0,1871.5266666666666,1908.3333333333333,,
2024-07-01,2024,July,REGION VII,Siquijor,1998.5600000000002,,1355.0,1823.5566666666666,,1913.1133333333335,
2024-07-01,2024,July,REGION VIII,Southern Samar,1850.998,,955.0,1790.0,,,
2024-07-01,2024,July,REGION VIII,Western Samar,1816.1933333333334,1833.33,970.0,1863.3333333333333,1900.0,2000.0,
2024-08-01,2024,August,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-08-01,2024,August,REGION VII,Bohol,1608.92,,,1569.51,1515.0,,
2024-08-01,2024,August,REGION VII,Cebu,1518.0,,762.0,1504.0625,1337.5,1808.125,2691.67
2024-08-01,2024,August,REGION VIII,Leyte,1693.545,,952.635,1641.855,1520.21,2161.49,
2024-08-01,2024,August,REGION VII,Negros Oriental,1592.08,,820.4175,1541.6675,1603.335,1710.0,2480.0
2024-08-01,2024,August,REGION VIII,Northern Samar,1866.6666666666667,1856.11,985.0,1871.5266666666666,1908.3333333333333,,
2024-08-01,2024,August,REGION VII,Siquijor,2017.3,,1387.5,1832.0,,1876.67,
2024-08-01,2024,August,REGION VIII,Southern Samar,1740.0,,955.0,1741.6666666666667,,,
2024-08-01,2024,August,REGION VIII,Western Samar,1813.395,1833.33,965.0,1872.5,1900.0,2000.0,
2024-09-01,2024,September,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-09-01,2024,September,REGION VII,Bohol,1607.2540000000001,,,1574.7279999999998,1521.25,,
2024-09-01,2024,September,REGION VII,Cebu,1518.0,,765.268,1502.75,1337.75,1804.0,2653.334
2024-09-01,2024,September,REGION VIII,Eastern Samar,1920.0,,,1887.5,,,
2024-09-01,2024,September,REGION VIII,Leyte,1699.85,,899.856,1638.0880000000002,1520.178,2165.79,
2024-09-01,2024,September,REGION VII,Negros Oriental,1639.666,,883.9979999999999,1664.666,1580.0,2166.0,2596.0
2024-09-01,2024,September,REGION VIII,Northern Samar,1862.5,1854.5825,985.0,1874.4775,1906.25,,
2024-09-01,2024,September,REGION VII,Siquijor,2017.3,,1387.5,1832.0,,1876.67,
2024-09-01,2024,September,REGION VIII,Southern Samar,1833.0,,955.0,1764.0,,2190.0,
2024-09-01,2024,September,REGION VIII,Western Samar,1832.1966666666667,1830.0,960.0,1894.7933333333333,1900.0,2000.0,
2024-10-01,2024,October,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-10-01,2024,October,REGION VII,Bohol,1607.7175,1600.0,880.0,1574.8474999999999,1527.5,,
2024-10-01,2024,October,REGION VII,Cebu,1516.5,,775.1675,1505.0,1334.5,1791.875,2645.8325
2024-10-01,2024,October,REGION VIII,Eastern Samar,1895.0,,,1895.8325,,,
2024-10-01,2024,October,REGION VIII,Leyte,1693.925,,889.7925,1637.775,1505.44,2197.3925,
2024-10-01,2024,October,REGION VII,Negros Oriental,1798.125,,829.5825,1753.125,1495.0,2016.665,2545.0
2024-10-01,2024,October,REGION VIII,Northern Samar,1883.3333333333333,1881.11,985.0,1879.1666666666667,1908.3333333333333,,
2024-10-01,2024,October,REGION VII,Siquijor,2017.3,,1387.5,1832.0,,1876.67,
2024-10-01,2024,October,REGION VIII,Southern Samar,1890.0,,955.0,1725.0,,,
2024-10-01,2024,October,REGION VIII,Western Samar,1857.6399999999999,1833.33,965.0,1856.78,1875.0,2225.0,
2024-11-01,2024,November,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-11-01,2024,November,REGION VII,Bohol,1602.435,,835.0,1568.6625,1546.875,,
2024-11-01,2024,November,REGION VII,Cebu,1519.5,,766.4575,1497.75,1672.75,1778.4375,2300.0
2024-11-01,2024,November,REGION VIII,Eastern Samar,1902.5,,,1862.0825,,,
2024-11-01,2024,November,REGION VIII,Leyte,1689.8775,,890.845,1622.9175,1516.5300000000002,2210.7425000000003,
2024-11-01,2024,November,REGION VII,Negros Oriental,1703.335,,836.2524999999999,1663.3325,1429.9975,1803.75,
2024-11-01,2024,November,REGION VIII,Northern Samar,1875.0,1886.6666666666667,983.3333333333334,1875.0,1891.6666666666667,,
2024-11-01,2024,November,REGION VII,Siquijor,1989.325,,1387.5,1835.0,,1876.67,
2024-11-01,2024,November,REGION VIII,Southern Samar,1800.0,,955.0,1749.375,,2190.0,
2024-11-01,2024,November,REGION VIII,Western Samar,1849.05,1837.5,966.25,1854.75,1900.0,2225.0,
2024-12-01,2024,December,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2024-12-01,2024,December,REGION VII,Bohol,1631.335,,823.33,1593.2675,1530.0,1900.0,
2024-12-01,2024,December,REGION VII,Cebu,1544.0,,766.0,1492.0,1359.0,1746.875,2625.0
2024-12-01,2024,December,REGION VIII,Eastern Samar,1877.5,,,1865.0,,,
2024-12-01,2024,December,REGION VIII,Leyte,1676.1075,,890.575,1621.4325,1511.2925,2110.5625,
2024-12-01,2024,December,REGION VII,Negros Oriental,1601.6675,,833.3325,1594.165,1495.8325,1941.25,
2024-12-01,2024,December,REGION VIII,Northern Samar,1883.3333333333333,1886.6666666666667,985.0,1888.0966666666666,1912.5,,
2024-12-01,2024,December,REGION VII,Siquijor,1980.0,,1387.5,1836.0,,1876.67,
2024-12-01,2024,December,REGION VIII,Southern Samar,1810.0,,,1757.5,,2190.0,
2024-12-01,2024,December,REGION VIII,Western Samar,1866.25,1837.5,965.0,1891.295,1900.0,2000.0,
2025-01-01,2025,January,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2025-01-01,2025,January,REGION VII,Bohol,1647.085,,810.235,1612.71,1510.835,1900.0,
2025-01-01,2025,January,REGION VII,Cebu,1602.0,,819.335,1545.375,1417.0,1921.875,2798.335
2025-01-01,2025,January,REGION VIII,Eastern Samar,1880.0,,,1864.4450000000002,,,
2025-01-01,2025,January,REGION VIII,Leyte,1679.19,,890.655,1649.505,1545.73,2235.08,
2025-01-01,2025,January,REGION VII,Negros Oriental,1548.33,,840.0,1541.67,1500.0,2340.0,
2025-01-01,2025,January,REGION VIII,Northern Samar,1879.545,1850.0,980.0,1872.22,2000.0,,
2025-01-01,2025,January,REGION VII,Siquijor,1980.0,,1387.5,1836.0,,1876.67,
2025-01-01,2025,January,REGION VIII,Southern Samar,1891.875,,,1831.8200000000002,,,
2025-01-01,2025,January,REGION VIII,Western Samar,1837.025,1837.5,1090.0,1857.145,2000.0,2300.0,
2025-04-01,2025,April,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2025-04-01,2025,April,REGION VII,Bohol,1834.605,1584.21,888.0,1630.7350000000001,1522.625,1757.14,2750.0
2025-04-01,2025,April,REGION VII,Cebu,1763.2150000000001,,890.39,1610.5949999999998,1498.8200000000002,1719.385,2792.955
2025-04-01,2025,April,REGION VIII,Eastern Samar,1945.71,,,1745.0,,2050.0,
2025-04-01,2025,April,REGION VIII,Leyte,1696.37,,880.36,1634.77,1515.6,1979.185,
2025-04-01,2025,April,REGION VIII,Northern Samar,1875.0,1839.19,950.0,1789.0349999999999,1792.11,,
2025-04-01,2025,April,REGION VIII,Samar,1846.4299999999998,,1000.0,1785.0,,,
2025-04-01,2025,April,REGION VIII,Southern Leyte,1980.0,,,1950.0,,,
2025-06-01,2025,June,REGION VIII,Biliran,1760.0,,,1676.34,1580.44,2150.0,
2025-06-01,2025,June,REGION VII,Bohol,1836.04,,850.0,1646.8600000000001,1523.955,2000.0,2750.0
2025-06-01,2025,June,REGION VII,Cebu,1764.67,,902.95,1652.2,1533.75,1884.2849999999999,2835.2799999999997
2025-06-01,2025,June,REGION VIII,Eastern Samar,1900.0,,,1727.78,,2050.0,
2025-06-01,2025,June,REGION VIII,Leyte,1719.5700000000002,,876.6,1606.9650000000001,1470.145,1779.49,2880.0
2025-06-01,2025,June,REGION VIII,Northern Samar,1850.0,1866.67,950.0,1836.395,1733.335,,
2025-06-01,2025,June,REGION VIII,Samar,1886.365,1800.0,930.0,1772.3400000000001,1600.0,2600.0,
2025-06-01,2025,June,REGION VIII,Southern Leyte,1850.0,,,1700.0,,,
2025-07-01,2025,July,REGION VIII,Biliran,1760.0,,,1676.34,1580.44,2150.0,
2025-07-01,2025,July,REGION VII,Bohol,1840.76,,928.0,1695.99,1581.36,2050.0,2750.0
2025-07-01,2025,July,REGION VIII,Eastern Samar,1830.0,,,1769.57,,,
2025-07-01,2025,July,REGION VIII,Leyte,1700.61,,870.75,1607.06,1463.44,1974.41,2880.0
2025-07-01,2025,July,REGION VIII,Northern Samar,2100.0,1973.44,,1956.71,1800.0,,
2025-07-01,2025,July,REGION VIII,Samar,1925.0,,,1880.77,,,
2025-07-01,2025,July,REGION VIII,Southern Leyte,1875.0,,,1775.0,,,
2025-12-01,2025,December,REGION VIII,Biliran,1800.0,,,1700.0,1600.0,2400.0,
2025-12-01,2025,December,REGION VII,Bohol,1640.71,,823.33,1607.62,1530.0,1900.0,
2025-12-01,2025,December,REGION VII,Cebu,1640.71,,823.33,1607.62,1530.0,1900.0,
2025-12-01,2025,December,REGION VIII,Leyte,1671.36,,886.0,1645.91,1538.0,2187.5,
2025-12-01,2025,December,REGION VII,Negros Oriental,1623.33,,840.0,1531.67,1400.0,2300.0,
2025-12-01,2025,December,REGION VII,Siquijor,1980.0,,1387.5,1836.0,,1876.67,
2025-12-01,2025,December,REGION VIII,Southern Samar,1740.0,,,1680.0,,2190.0,
