date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#loc+market+code,#geo+lat,#geo+lon,#item+type,#item+name,#item+code,#item+unit,#item+price+flag,#item+price+type,#currency+code,#value,#value+usd
2000-01-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,15,0.37
2000-01-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20,0.49
2000-01-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18,0.44
2000-01-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,16.35,0.4
2000-01-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,105.37,2.6
2000-01-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,77,1.9
2000-01-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20.4,0.5
2000-01-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,15.6,0.39
2000-01-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,17.8,0.44
2000-01-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,88.2,2.18
2000-01-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,14.9,0.37
2000-01-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,Maize flour (white),134,KG,actual,Wholesale,PHP,13.6,0.34
2000-01-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,19.6,0.48
2000-01-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18.1,0.45
2000-01-15,Region VII,Cebu,Cebu City,176,10.31,123.89,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,99.77,2.46
2000-01-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,13.7,0.34
2000-01-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,12.55,0.31
2000-01-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,16.4,0.4
2000-01-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,16.1,0.4
2000-01-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,15.35,0.38
2000-01-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,18,0.44
2000-01-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,16,0.39
2000-01-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,16.5,0.41
2000-01-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,15,0.37
2000-01-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,72.06,1.78
2000-02-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,15.75,0.39
2000-02-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20,0.49
2000-02-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.35,0.45
2000-02-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18,0.45
2000-02-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,16.35,0.4
2000-02-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,19.5,0.48
2000-02-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18,0.45
2000-02-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18,0.45
2000-02-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,77,1.9
2000-02-15,Region IX,Zamboanga del Sur,Zamboanga City,178,6.91,122.07,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,16.85,0.42
2000-02-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20.5,0.51
2000-02-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,15,0.37
2000-02-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,88.2,2.18
2000-02-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,14.95,0.37
2000-02-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20,0.49
2000-02-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18.1,0.45
2000-02-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,17.2,0.43
2000-02-15,Region VII,Cebu,Cebu City,176,10.31,123.89,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,100.68,2.49
2000-02-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,14,0.35
2000-02-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,19,0.47
2000-02-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,16.75,0.41
2000-02-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,16.3,0.4
2000-02-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,86.29,2.13
2000-02-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,16.05,0.4
2000-02-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,16.6,0.41
2000-02-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,15.05,0.37
2000-03-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,17.75,0.43
2000-03-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20,0.49
2000-03-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.35,0.45
2000-03-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,105.22,2.57
2000-03-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18.3,0.45
2000-03-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,15.85,0.39
2000-03-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,87.22,2.13
2000-03-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,15,0.37
2000-03-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,19,0.46
2000-03-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18.25,0.45
2000-03-15,Region VII,Cebu,Cebu City,176,10.31,123.89,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,99.54,2.43
2000-03-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,14,0.34
2000-03-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (yellow),573,KG,actual,Wholesale,PHP,13.25,0.32
2000-03-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,17.65,0.43
2000-03-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,87.58,2.14
2000-03-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,Maize (yellow),136,KG,actual,Wholesale,PHP,7.6,0.19
2000-03-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,18.5,0.45
2000-03-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,16.2,0.4
2000-03-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,15.2,0.37
2000-03-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,74.1,1.81
2000-04-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,18,0.44
2000-04-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18,0.44
2000-04-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,16.75,0.41
2000-04-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,108.71,2.64
2000-04-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20,0.49
2000-04-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.3,0.44
2000-04-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18,0.44
2000-04-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,95.09,2.31
2000-04-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,21.3,0.52
2000-04-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,16.7,0.41
2000-04-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18.95,0.46
2000-04-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,16,0.39
2000-04-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,90,2.19
2000-04-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,15.5,0.38
2000-04-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20.2,0.49
2000-04-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,19.1,0.46
2000-04-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18,0.44
2000-04-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,17.15,0.42
2000-04-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,14.6,0.35
2000-04-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (white),134,KG,actual,Wholesale,PHP,13.45,0.33
2000-04-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,13,0.32
2000-04-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,19,0.46
2000-04-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,17.8,0.43
2000-04-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,16.55,0.4
2000-04-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,88.98,2.16
2000-04-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,18.5,0.45
2000-04-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,16.05,0.39
2000-04-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,15.5,0.38
2000-05-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.35,0.44
2000-05-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18,0.43
2000-05-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,16.75,0.4
2000-05-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,19.5,0.47
2000-05-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18,0.43
2000-05-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,97.14,2.34
2000-05-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,17.25,0.42
2000-05-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,16.6,0.4
2000-05-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,89.6,2.16
2000-05-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,16,0.39
2000-05-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,Maize flour (white),134,KG,actual,Wholesale,PHP,15.05,0.36
2000-05-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20.25,0.49
2000-05-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.9,0.46
2000-05-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18.5,0.45
2000-05-15,Region VII,Cebu,Cebu City,176,10.31,123.89,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,97.64,2.35
2000-05-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,15,0.36
2000-05-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (yellow),573,KG,actual,Wholesale,PHP,12.4,0.3
2000-05-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,19,0.46
2000-05-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,17.15,0.41
2000-05-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,Maize (white),67,KG,actual,Wholesale,PHP,8.65,0.21
2000-05-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,Maize (yellow),136,KG,actual,Wholesale,PHP,7.5,0.18
2000-05-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,18.55,0.45
2000-05-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,16.35,0.39
2000-05-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,17,0.41
2000-05-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,15.7,0.38
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,18,0.42
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20,0.47
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.35,0.43
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18,0.42
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,16.75,0.39
2000-06-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,108.82,2.56
2000-06-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.1,0.43
2000-06-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,98,2.31
2000-06-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,20.75,0.49
2000-06-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,89.47,2.11
2000-06-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,16,0.38
2000-06-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,Maize flour (white),134,KG,actual,Wholesale,PHP,14.2,0.33
2000-06-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,20,0.47
2000-06-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18.5,0.44
2000-06-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,17.25,0.41
2000-06-15,Region VII,Cebu,Cebu City,176,10.31,123.89,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,99.99,2.36
2000-06-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,15.35,0.36
2000-06-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,12.85,0.3
2000-06-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (yellow),573,KG,actual,Wholesale,PHP,12.1,0.29
2000-06-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,17.95,0.42
2000-06-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,17.5,0.41
2000-06-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,16.8,0.4
2000-06-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,87.86,2.07
2000-06-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,Maize (yellow),136,KG,actual,Wholesale,PHP,7.05,0.17
2000-06-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,18.5,0.44
2000-06-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,16.3,0.38
2000-06-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,17,0.4
2000-07-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,17.2,0.39
2000-07-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.45,0.41
2000-07-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18,0.4
2000-07-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,107.48,2.42
2000-07-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.9,0.42
2000-07-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18.5,0.42
2000-07-15,Region III,Nueva Ecija,Palayan,171,15.54,121.08,"meat, fish and eggs",Meat (pork),140,KG,actual,Retail,PHP,98,2.2
2000-07-15,Region IX,Zamboanga del Sur,Zamboanga City,178,6.91,122.07,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,18.5,0.42
2000-07-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,23.1,0.52
2000-07-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18,0.4
2000-07-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,20.8,0.47
2000-07-15,Region VI,Iloilo,Iloilo City,175,10.7,122.56,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,17.05,0.38
2000-07-15,Region VII,Cebu,Cebu City,176,10.31,123.89,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,17.7,0.4
2000-07-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (white),134,KG,actual,Retail,PHP,13.8,0.31
2000-07-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (white),134,KG,actual,Wholesale,PHP,11.95,0.27
2000-07-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,11.95,0.27
2000-07-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.4,0.41
2000-07-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Retail,PHP,17.8,0.4
2000-07-15,Region XI,Davao del Sur,Davao City,180,7.18,125.44,cereals and tubers,"Rice (regular, milled)",80,KG,actual,Wholesale,PHP,17.3,0.39
2000-07-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,Maize (yellow),136,KG,actual,Wholesale,PHP,5.85,0.13
2000-07-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Retail,PHP,18.5,0.42
2000-07-15,Region XII,South Cotabato,Koronadal,181,6.5,124.85,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,16.9,0.38
2000-08-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,Maize flour (yellow),573,KG,actual,Retail,PHP,17,0.38
2000-08-15,National Capital region,Metropolitan Manila,Metro Manila,167,14.6,120.98,cereals and tubers,"Rice (milled, superior)",593,KG,actual,Wholesale,PHP,18.8,0.42
