price_well_milled
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.948
43.56142857142857
43.27333333333333
43.196666666666665
44.15428571428571
43.86142857142857
42.95428571428572
44.045
43.690000000000005
43.0775
43.63999999999999
42.452
43.09166666666667
41.28
43.38857142857143
43.122
43.42714285714286
43.41333333333333
42.54666666666667
43.1725
43.882
45.0825
44.805
44.981
44.402
44.336666666666666
45.84571428571429
45.80625
45.02
44.44166666666666
44.958
46.35714285714285
44.74166666666667
44.365
45.714
46.14333333333334
46.412
45.70166666666666
45.878
47.3325
54.987142857142864
53.957142857142856
54.7725
57.1225
