year,month,price_premium,price_regular_milled,price_special,price_well_milled,rice_stock_total_mt,headline_inflation,rice_inflation,rice_contribution,headline_inflation_lag1,rice_inflation_lag1,rice_contribution_lag1,rainfall,rain_hours,tmax,tmin,tmean,soil_moisture,rh,wind_speed,palay_production_mt,avg_yield_ton_per_ha,rice_area_ha,fert_urea_prilled,fert_urea_granular,fert_ammosul,fert_complete,fert_ammophos,fert_mop,fert_dap
2023,10,54.24,49.35,,53.14,2024327.23,2.6,11.1,0.98,2.0,11.7,1.04,204.2,318.0,28.20967741935484,21.85483870967742,24.48709677419355,0.36270967741935484,80.0,3.0,8861.2,3.3225,49823.0,1847.085,1881.25,869.2,1715.5,1986.4575,2284.375,2709.9175
2023,11,60.1,54.74,,57.83,1978558.36,1.9,16.0,1.42,2.6,11.1,0.98,161.0,305.0,27.966666666666665,21.953333333333333,24.339999999999996,0.34773333333333334,77.0,4.0,8861.2,3.3225,49823.0,1793.5,1777.5,820.0,1624.0,1528.0,2226.25,3012.5
2023,12,60.2,55.49,,58.09,1895782.56,2.1,16.8,1.49,1.9,16.0,1.42,134.6,310.0,27.496774193548386,21.4741935483871,24.051612903225806,0.35419354838709677,78.0,4.0,8861.2,3.3225,49823.0,1637.5,1707.5,803.3325,1577.0,1482.0,2125.0,2918.75
2024,1,59.92,55.16,,57.66,2027180.48,-0.4,18.2,1.61,2.1,16.8,1.49,69.7,192.0,27.490322580645163,21.096774193548388,23.845161290322583,0.33812903225806457,75.0,5.0,7255.76,2.7,49473.0,1592.5,1670.0,808.332,1566.0,1480.4,2107.0,2860.0
2024,2,59.44,54.93,,57.36,1510976.97,-0.2,18.4,1.63,-0.4,18.2,1.61,64.9,182.0,27.917241379310347,20.76551724137931,23.95862068965517,0.3168620689655172,75.0,4.0,7255.76,2.7,49473.0,1607.625,,812.6175000000001,1561.75,1470.75,2029.8125,2826.875
2024,3,58.76,54.21,,56.13,1366188.44,0.3,17.9,1.59,-0.2,18.4,1.63,48.6,138.0,30.229032258064517,21.06451612903226,25.274193548387096,0.2882258064516129,70.0,4.0,7255.76,2.7,49473.0,1620.0725,,808.96,1573.25,1458.665,1973.5625,2801.875
2024,4,58.1,53.47,,55.25,1856160.79,0.2,16.9,1.5,0.3,17.9,1.59,43.4,141.0,31.88,22.246666666666666,26.663333333333334,0.27770000000000006,69.0,4.0,1300.0,2.7,49473.0,1614.69,,814.4175,1581.5625,1461.5825,1948.125,2781.25
2024,5,57.66,52.92,,54.77,2075770.81,2.3,15.3,1.36,0.2,16.9,1.5,87.4,193.0,32.25806451612903,23.470967741935485,27.416129032258063,0.28064516129032263,68.0,3.0,1300.0,2.7,49473.0,1587.5,,817.5,1578.125,1456.25,1915.0,2733.33
2024,6,57.28,52.79,,54.64,2163673.78,4.5,16.3,1.45,2.3,15.3,1.36,247.2,362.0,28.87,22.39333333333333,25.153333333333332,0.31903333333333334,76.0,2.0,1300.0,2.7,49473.0,1497.2,1550.0,751.5,1512.0,1347.7,1820.0,2693.33
2024,7,54.96,51.1,,53.3,2177878.72,4.0,15.1,1.34,4.5,16.3,1.45,397.3,393.0,27.561290322580643,22.09032258064516,24.27741935483871,0.42929032258064515,79.0,2.0,2212.0,3.28,39020.0,1517.3,,750.8,1501.3,1332.25,1812.0,2700.0
2024,8,54.25,49.97,,53.06,1867641.11,3.0,11.7,1.04,4.0,15.1,1.34,221.0,302.0,28.34193548387097,22.135483870967743,24.76451612903226,0.45248387096774195,78.0,3.0,2212.0,3.28,39020.0,1518.0,,762.0,1504.0625,1337.5,1808.125,2691.67
2024,9,54.73,50.21,,53.06,1659232.97,0.7,5.7,0.51,3.0,11.7,1.04,218.3,329.0,27.883333333333333,22.426666666666666,24.703333333333333,0.4668,78.0,3.0,2212.0,3.28,39020.0,1518.0,,765.268,1502.75,1337.75,1804.0,2653.334
2024,10,54.77,50.17,,53.0,2281614.84,2.8,5.7,0.51,0.7,5.7,0.51,272.0,360.0,27.567741935483873,22.051612903225806,24.258064516129032,0.4546451612903226,78.0,3.0,9125.6,3.28,39020.0,1516.5,,775.1675,1505.0,1334.5,1791.875,2645.8325
2024,11,54.28,49.75,,52.96,2461441.52,2.8,2.3,0.2,2.8,5.7,0.51,128.2,263.0,28.833333333333332,21.813333333333333,24.766666666666666,0.34503333333333336,77.0,3.0,9125.6,3.28,39020.0,1519.5,,766.4575,1497.75,1672.75,1778.4375,2300.0
2024,12,54.96,49.45,,53.08,2556602.38,3.5,-0.1,-0.01,2.8,2.3,0.2,238.2,402.0,27.312903225806455,21.635483870967743,23.838709677419356,0.3168709677419355,81.0,3.0,9125.6,3.28,39020.0,1544.0,,766.0,1492.0,1359.0,1746.875,2625.0
2025,1,54.87,47.79,,53.02,2200210.01,3.2,-2.0,-0.18,3.5,-0.1,-0.01,324.9,347.0,27.096774193548388,21.15806451612903,23.477419354838712,0.3558064516129032,,,7987.12,2.7825,47797.0,1602.0,,819.335,1545.375,1417.0,1921.875,2798.335
2025,2,54.8,47.62,,52.96,2006140.99,3.5,-3.4,-0.3,3.2,-2.0,-0.18,217.8,277.0,26.767857142857142,20.810714285714287,23.271428571428572,0.34485714285714286,,,7987.12,2.7825,47797.0,,,,,,,
2025,3,52.86,37.31,,51.06,1611715.32,3.8,-5.4,-0.48,3.5,-3.4,-0.3,199.4,322.0,27.606451612903225,21.312903225806455,23.951612903225808,0.3302258064516129,,,7987.12,2.7825,47797.0,,,,,,,
2025,4,49.64,33.92,,47.68,2341826.7,2.8,-9.8,-0.87,3.8,-5.4,-0.48,85.3,236.0,30.336666666666666,21.743333333333332,25.509999999999998,0.28823333333333334,,,4526.0,2.7825,47797.0,1763.215,,890.39,1610.5949999999998,1498.8200000000002,1719.385,2792.955
2025,5,48.97,32.89,,46.96,2358648.99,0.5,-11.7,-1.04,2.8,-9.8,-0.87,185.1,357.0,29.33225806451613,22.112903225806452,25.032258064516128,0.28877419354838707,,,4526.0,2.7825,47797.0,,,,,,,
2025,6,48.78,31.41,,46.8,2239878.09,-0.8,-12.4,-1.1,0.5,-11.7,-1.04,269.5,307.0,28.08,21.773333333333333,24.209999999999997,0.31443333333333334,,,4526.0,2.7825,47797.0,1764.67,,902.95,1652.2,1533.75,1884.285,2835.28
2025,7,48.18,30.79,,46.3,2790554.75,-1.0,-12.6,-1.12,-0.8,-12.4,-1.1,138.2,235.0,28.52258064516129,22.238709677419354,24.851612903225806,0.3055806451612903,,,4115.0,3.4675,40669.0,,,,,,,
2025,8,47.05,31.24,,44.83,2321437.85,3.1,-13.0,-1.15,-1.0,-12.6,-1.12,236.8,342.0,28.461290322580645,21.480645161290322,24.19677419354839,0.28454838709677416,,,4115.0,3.4675,40669.0,,,,,,,
2025,9,46.95,31.94,,44.7,2072433.22,5.3,-12.0,-1.06,3.1,-13.0,-1.15,338.5,309.0,27.513333333333332,21.456666666666667,23.84333333333333,0.3408,,,4115.0,3.4675,40669.0,,,,,,,
2025,10,47.0,32.3,,44.71,2354896.32,2.4,-11.7,-1.04,5.3,-12.0,-1.06,406.90000000000003,395.0,27.387096774193548,21.364516129032257,23.625806451612902,0.4005483870967742,,,8805.26,3.4675,40669.0,,,,,,,
2025,11,49.55,37.06,,47.81,2554138.42,3.5,-11.2,-0.99,2.4,-11.7,-1.04,494.9,348.0,26.96333333333333,21.636666666666667,23.776666666666664,0.48369999999999996,,,8805.26,3.4675,40669.0,,,,,,,
2025,12,52.4,41.65,,50.1,2707224.79,5.1,-9.4,-0.83,3.5,-11.2,-0.99,223.6,347.0,26.858064516129033,21.425806451612903,23.5258064516129,0.45880645161290323,,,8805.26,3.4675,40669.0,1640.71,,823.33,1607.62,1530.0,1900.0,
2026,1,53.8,42.16,,51.66,2341155.06,7.3,-6.5,-0.58,5.1,-9.4,-0.83,218.2,232.0,26.080645161290324,20.625806451612902,22.783870967741933,0.46480645161290324,,,,,,,,,,,,
2026,2,59.53,44.36,,57.63,2112282.15,8.0,-6.4,-0.57,7.3,-6.5,-0.58,378.6,327.0,26.27857142857143,20.682142857142857,22.832142857142856,0.48375,,,,,,,,,,,,
2026,3,63.63,51.01,,61.81,1877328.88,9.1,-1.2,-0.11,8.0,-6.4,-0.57,82.7,170.0,27.15806451612903,19.929032258064513,23.1,0.42590322580645157,,,,,,,,,,,,
2026,4,62.58,48.68,,60.55,2378655.18,12.9,6.3,0.56,9.1,-1.2,-0.11,47.3,155.0,29.816666666666666,20.903333333333332,25.06,0.3129,,,,,,,,,,,,
2026,5,55.43,44.15,,53.28,2410587.01,13.6,10.9,0.97,12.9,6.3,0.56,143.4,278.0,29.951612903225808,22.616129032258065,25.87741935483871,0.2892903225806452,,,,,,,,,,,,
2026,6,53.53,44.95,,51.31,2349596.02,12.4,9.9,0.88,13.6,10.9,0.97,178.4,319.0,29.696666666666665,22.466666666666665,25.35,0.2929,,,,,,,,,,,,
2026,7,53.36,45.72,,50.94,2509178.82,10.9,6.3,0.56,12.4,9.9,0.88,270.5,400.0,28.203225806451613,21.887096774193548,24.37741935483871,0.3038387096774194,,,,,,,,,,,,
